Cell,Site,AltFreq,AltPos,PoiWin,HmmWin,PoiWinPr,HmmWinPr,HmmMidAlph,SwiRate,DivRate,PrStartA,PrA2B,PrB2A,PrSwiMajor,PrDivMajor,PvalSepRank,PvalSepPoi,MinSampSing,PrAlpha0,PrAlpha10,PrAlpha20,PrAlpha30,PrAlpha40,PrAlpha50,PrAlpha60,PrAlpha70,PrAlpha80,PrAlpha90,PrAlpha100,Swi40.60,Swi60.80,Swi80.100,Div40.60,Div60.80,Div80.100,PowSwi,PowAllA,PowAllB,PowAve,ClarityA,ClarityB,MinPow,SepBF,Pval1,Pval2,PrMix,PrAve,PrOut,PrSing,Comments,set
YKIC140220Loc_DoubleSound,1,1988,-6,Average,Divide,0.9,0.86,0.49,0.21,0.79,0.41,0.8,0.75,0.14,0.86,0,0,14,0.15,0.14,0.13,0.1,0.1,0.09,0.08,0.07,0.05,0.05,0.04,0,0,0,0,13,18,0.79,1,1,0.83,0.54,0.54,0.8,41.63,0.35,0.01,0.01,0.9,0,0.09,,VC
YKIC140131Loc_DoubleSound,1,1100,24,Mixture,Divide,1,0.93,0.32,0.17,0.83,0.37,0.81,0.77,0.07,0.93,0.03,0,11,0.29,0.12,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.07,0.11,0,0,0,0,6,13,0.75,1,1,1,0.31,0.51,0.8,-4.33,0.01,0,1,0,0,0,,VC
YKIC140312Loc_DoubleSound,2,1988,24,Mixture,Divide,1,0.97,0.46,0.13,0.87,0.57,0.79,0.81,0.03,0.97,0,0,10,0.18,0.1,0.08,0.07,0.07,0.07,0.08,0.08,0.09,0.1,0.09,0,0,0,0,3,11,0.75,1,1,0.88,0.43,0.45,0.8,4.94,0.62,0.07,1,0,0,0,,VC
YKIC140313Loc_DoubleSound,1,500,-6,Mixture,Divide,1,0.99,0.37,0.08,0.92,0.46,0.81,0.79,0.01,0.99,0.02,0,4,0.19,0.17,0.13,0.09,0.07,0.06,0.05,0.05,0.05,0.06,0.08,0,0,0,0,0,15,0.75,1,1,0.92,0.34,0.41,0.8,-1.79,0.05,0.23,1,0,0,0,,VC
YKIC140124Loc_DoubleSound,1,500,6,Mixture,Divide,1,1,0.34,0.07,0.93,0.49,0.81,0.8,0,1,0.02,0,13,0.24,0.16,0.09,0.07,0.05,0.05,0.05,0.06,0.06,0.07,0.09,0,0,0,0,0,27,0.75,1,1,0.88,0.38,0.47,0.8,12.36,0.7,0.08,1,0,0,0,,VC
YKIC140314Loc_DoubleSound,2,1632,-6,Mixture,Divide,1,1,0.35,0.06,0.94,0.58,0.83,0.82,0,1,0,0,11,0.32,0.14,0.09,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0,0,0,0,1,21,0.75,1,1,0.88,0.41,0.52,0.8,12.86,0.09,0.01,1,0,0,0,,VC
YKIC140226Loc_DoubleSound,1,1988,-6,Single,Divide,0.69,1,0.37,0.04,0.96,0.5,0.82,0.81,0,1,0,0,14,0.34,0.14,0.09,0.09,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0,0,0,0,0,26,0.96,1,1,0.83,0.56,0.62,0.8,81.5,0.57,0.17,0.15,0.14,0.02,0.69,,VC
YKIC140131Loc_DoubleSound,1,609,-6,Mixture,Switch,1,1,0.55,0.97,0.03,0.66,0.15,0.12,1,0,0.01,0,8,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0,0,17,0,0,0,1,0.96,1,0.79,0.37,0.32,0.8,-11.12,0.15,0,1,0,0,0,"A strange case, where the single sound rate curves appear to cross each other mid-way",VC
YKIC140124Loc_DoubleSound,2,500,24,Mixture,Switch,1,0.82,0.47,0.7,0.3,0.1,0.62,0.41,0.82,0.18,0,0,10,0.09,0.11,0.1,0.09,0.09,0.08,0.07,0.07,0.07,0.09,0.14,2,13,11,1,1,1,0.92,1,1,0.79,0.44,0.54,0.8,22.87,0.45,0.26,1,0,0,0,Potentially a good example of switching,VC
YKIC140220Loc_DoubleSound,1,1988,24,Mixture,Switch,1,0.5,0.53,0.51,0.49,0.44,0.74,0.77,0.5,0.5,0,0,21,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.11,0.13,18,6,0,8,7,0,0.83,1,1,0.96,0.45,0.54,0.8,10.87,0.26,0.05,1,0,0,0,,VC
YKIC140121Loc_DoubleSound,1,1988,-6,Mixture,Divide,0.77,0.69,0.55,0.36,0.64,0.51,0.82,0.83,0.31,0.69,0.01,0,9,0.09,0.09,0.08,0.08,0.09,0.08,0.1,0.11,0.09,0.09,0.09,0,0,0,2,15,0,0.83,1,1,0.67,0.37,0.34,0.7,4.73,0.02,0.12,0.77,0.15,0,0.08,,VC
YKIC140130Loc_DoubleSound,2,500,24,Mixture,Divide,0.99,0.98,0.62,0.13,0.87,0.51,0.82,0.77,0.02,0.98,0,0,11,0.1,0.07,0.08,0.09,0.13,0.14,0.12,0.08,0.06,0.06,0.09,0,0,0,0,5,32,0.67,1,1,1,0.46,0.44,0.7,48.69,0.02,0.06,0.99,0.01,0,0,,VC
YKIC140130Loc_DoubleSound,2,500,-6,Mixture,Divide,0.99,1,0.37,0.06,0.94,0.55,0.81,0.8,0,1,0,0,19,0.3,0.17,0.1,0.08,0.07,0.07,0.06,0.05,0.04,0.03,0.03,0,0,0,0,1,48,0.92,0.71,1,0.83,0.47,0.46,0.7,6.22,0.01,0,0.99,0,0,0.01,,VC
YKIC140221Loc_DoubleSound,2,500,24,Mixture,Divide,1,1,0.47,0.04,0.96,0.55,0.82,0.8,0,1,0,0,33,0.18,0.14,0.13,0.15,0.12,0.08,0.05,0.04,0.03,0.03,0.04,0,0,0,0,0,47,0.67,1,1,1,0.7,0.58,0.7,138.5,0.16,0,1,0,0,0,,VC
YKIC140225Loc_DoubleSound,2,609,24,Mixture,Divide,1,1,0.4,0.06,0.94,0.47,0.82,0.82,0,1,0.03,0,7,0.18,0.08,0.06,0.06,0.05,0.06,0.06,0.08,0.09,0.12,0.17,0,0,0,0,0,12,0.92,0.75,0.79,0.67,0.35,0.31,0.7,-9.04,0.02,0.32,1,0,0,0,,VC
YKIC140312Loc_DoubleSound,2,500,24,Mixture,Divide,1,1,0.38,0.04,0.96,0.49,0.81,0.81,0,1,0,0,7,0.14,0.07,0.06,0.05,0.05,0.05,0.06,0.08,0.09,0.11,0.26,0,0,0,0,0,18,0.71,1,1,1,0.39,0.5,0.7,48.4,0.07,0.06,1,0,0,0,,VC
YKIC140314Loc_DoubleSound,2,500,24,Mixture,Divide,0.99,1,0.59,0.03,0.97,0.5,0.81,0.81,0,1,0,0,16,0.11,0.1,0.11,0.14,0.13,0.1,0.08,0.07,0.07,0.06,0.05,0,0,0,0,0,16,0.67,1,1,1,0.59,0.58,0.7,218.56,0.22,0,0.99,0.01,0,0,,VC
YKIC140124Loc_DoubleSound,2,500,6,Mixture,Divide,1,0.59,0.4,0.45,0.55,0.5,0.77,0.7,0.41,0.59,0,0,13,0.19,0.13,0.09,0.08,0.07,0.07,0.06,0.06,0.06,0.08,0.11,2,6,0,7,11,1,1,0.83,1,0.58,0.39,0.52,0.6,-1,0.07,0.07,1,0,0,0,,VC
YKIC140124Loc_DoubleSound,1,500,-6,Mixture,Divide,1,0.84,0.46,0.25,0.75,0.42,0.81,0.74,0.16,0.84,0,0,12,0.13,0.12,0.1,0.09,0.09,0.07,0.07,0.07,0.07,0.08,0.12,0,0,0,2,19,7,0.62,1,1,0.96,0.42,0.48,0.6,15.36,0.05,0.01,1,0,0,0,,VC
YKIC140131Loc_DoubleSound,1,1100,-6,Mixture,Divide,1,0.96,0.31,0.26,0.74,0.78,0.45,0.78,0.04,0.96,0,0,13,0.18,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.35,0,2,2,0,0,10,0.62,1,1,1,0.53,0.39,0.6,58.02,0,0,1,0,0,0,,VC
YKIC140220Loc_DoubleSound,1,500,6,Mixture,Divide,1,0.99,0.48,0.07,0.93,0.52,0.81,0.81,0.01,0.99,0,0,22,0.1,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.1,0.13,0,0,0,0,0,20,0.58,0.58,1,0.62,0.4,0.56,0.6,14.19,0.36,0.27,1,0,0,0,,VC
YKIC140131Loc_DoubleSound,1,609,-24,Mixture,Divide,1,1,0.3,0.07,0.93,0.51,0.79,0.82,0,1,0,0,16,0.31,0.07,0.05,0.05,0.05,0.04,0.05,0.05,0.06,0.09,0.19,0,0,0,0,1,11,0.58,0.75,0.92,0.88,0.43,0.32,0.6,31.38,0.61,0,1,0,0,0,,VC
YKIC140430Loc_DoubleSound,2,500,-24,Mixture,Divide,1,1,0.3,0.05,0.95,0.51,0.81,0.82,0,1,0.28,0.01,5,0.34,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0,0,0,0,0,9,0.58,1,1,1,0.39,0.37,0.6,-39.39,0.02,0.06,1,0,0,0,,VC
YKIC140220Loc_DoubleSound,1,1988,-24,Single,Switch,0.43,0.63,0.54,0.61,0.39,0.61,0.76,0.82,0.63,0.37,0,0,18,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.11,0.12,9,13,0,0,0,0,0.88,1,0.92,0.58,0.5,0.43,0.6,0.06,0.28,0.07,0.19,0.08,0.29,0.43,,VC
YKIC140528Loc_DoubleSound,1,500,24,Average,Divide,0.97,0.84,0.61,0.23,0.77,0.47,0.82,0.79,0.16,0.84,0,0,8,0.06,0.1,0.13,0.15,0.14,0.11,0.09,0.06,0.06,0.05,0.05,0,0,0,0,9,7,0.54,1,1,1,0.46,0.49,0.5,36.56,0.33,0.83,0.01,0.97,0,0.02,,VC
YKIC140314Loc_DoubleSound,2,500,-6,Average,Divide,0.99,1,0.69,0.04,0.96,0.51,0.81,0.81,0,1,0,0,24,0.05,0.06,0.08,0.12,0.14,0.13,0.12,0.1,0.08,0.06,0.05,0,0,0,0,0,30,0.46,1,1,1,0.63,0.63,0.5,115.66,0.05,0.01,0.01,0.99,0,0,,VC
YKIC140226Loc_DoubleSound,2,1988,-24,Mixture,Divide,0.47,0.56,0.54,0.46,0.54,0.54,0.81,0.79,0.44,0.56,0,0,17,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.09,0.08,2,0,0,11,2,0,0.62,1,0.83,0.46,0.36,0.39,0.5,0.72,0.16,0.26,0.47,0.24,0.01,0.28,,VC
YKIC140506Loc_DoubleSound,1,500,-24,Mixture,Divide,0.34,0.58,0.53,0.44,0.56,0.5,0.83,0.81,0.42,0.58,0.04,0.02,4,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0,0,0,8,2,0,0.58,0.5,0.58,0.92,0.27,0.34,0.5,-3.65,0.15,0.01,0.34,0.3,0.06,0.3,,VC
YKIC140221Loc_DoubleSound,1,500,6,Mixture,Divide,0.98,0.65,0.55,0.38,0.62,0.68,0.79,0.83,0.35,0.65,0,0,34,0.08,0.07,0.08,0.08,0.07,0.09,0.09,0.11,0.11,0.1,0.12,0,0,0,8,32,0,0.54,0.92,0.88,0.46,0.47,0.49,0.5,17.7,0.08,0.05,0.98,0.01,0,0.01,,VC
YKIC140314Loc_DoubleSound,1,1632,-6,Mixture,Divide,1,0.68,0.43,0.35,0.65,0.51,0.82,0.79,0.32,0.68,0.04,0.03,11,0.18,0.1,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.1,0.11,0,0,0,0,22,0,0.67,0.54,0.96,0.75,0.32,0.5,0.5,-7.68,0.02,0,1,0,0,0,,VC
YKIC140121Loc_DoubleSound,1,500,-24,Mixture,Divide,0.97,0.76,0.51,0.29,0.71,0.53,0.81,0.81,0.24,0.76,0.02,0.07,9,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.12,0,0,0,0,17,0,0.46,0.88,1,0.67,0.31,0.33,0.5,-1.57,0.33,0.43,0.97,0.02,0,0.01,,VC
YKIC140220Loc_DoubleSound,2,500,-6,Mixture,Divide,0.97,0.8,0.47,0.29,0.71,0.57,0.8,0.8,0.2,0.8,0,0,15,0.12,0.12,0.11,0.09,0.09,0.07,0.07,0.07,0.08,0.08,0.09,0,0,0,1,29,6,0.46,1,1,0.83,0.42,0.4,0.5,1.88,0.32,0.25,0.97,0.02,0,0.01,,VC
YKIC140128Loc_DoubleSound,2,500,24,Mixture,Divide,0.53,0.87,0.59,0.2,0.8,0.49,0.81,0.81,0.13,0.87,0,0,17,0.08,0.09,0.1,0.09,0.1,0.11,0.1,0.1,0.09,0.08,0.07,0,0,0,0,4,12,0.5,1,1,0.67,0.43,0.47,0.5,20.54,0.25,0.6,0.53,0.45,0,0.02,,VC
YKIC140219Loc_DoubleSound,2,1100,-6,Mixture,Divide,1,0.88,0.5,0.25,0.75,0.64,0.81,0.79,0.12,0.88,0,0,11,0.1,0.08,0.08,0.07,0.07,0.07,0.08,0.11,0.1,0.12,0.12,1,0,0,3,4,11,0.5,0.75,1,0.83,0.41,0.5,0.5,26.13,0.45,0.4,1,0,0,0,,VC
YKIC140506Loc_DoubleSound,1,1632,6,Mixture,Divide,0.95,0.9,0.51,0.18,0.82,0.5,0.82,0.82,0.1,0.9,0.02,0,4,0.13,0.11,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0,0,0,0,0,4,0.5,1,1,0.92,0.35,0.35,0.5,4.92,0.3,0.43,0.95,0.01,0,0.04,,VC
YKIC140226Loc_DoubleSound,1,1988,24,Mixture,Divide,0.98,0.95,0.52,0.15,0.85,0.45,0.8,0.8,0.05,0.95,0,0,17,0.13,0.1,0.1,0.1,0.1,0.08,0.08,0.08,0.08,0.08,0.07,0,0,0,0,2,24,0.5,1,1,0.67,0.53,0.4,0.5,17.24,0.8,0.61,0.98,0.01,0,0.01,,VC
YKIC140221Loc_DoubleSound,1,1100,-6,Mixture,Divide,1,0.97,0.55,0.11,0.89,0.45,0.8,0.81,0.03,0.97,0,0,37,0.09,0.08,0.08,0.07,0.07,0.09,0.1,0.11,0.11,0.12,0.08,0,0,0,0,3,53,0.46,0.96,1,1,0.66,0.6,0.5,54.07,0.29,0.85,1,0,0,0,,VC
YKIC140501Loc_DoubleSound,1,1632,6,Mixture,Divide,0.63,0.97,0.47,0.1,0.9,0.52,0.82,0.81,0.03,0.97,0.01,0.02,6,0.16,0.12,0.11,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0,0,0,0,0,17,0.46,0.88,1,0.92,0.28,0.38,0.5,-1.19,0.73,0.14,0.63,0.09,0.05,0.23,,VC
YKIC140314Loc_DoubleSound,1,1632,24,Mixture,Divide,1,0.98,0.42,0.07,0.93,0.49,0.81,0.81,0.02,0.98,0.01,0.03,16,0.17,0.06,0.05,0.05,0.06,0.06,0.07,0.08,0.1,0.14,0.18,0,0,0,0,0,32,0.67,1,0.88,0.54,0.52,0.32,0.5,-2.27,0,0.05,1,0,0,0,,VC
YKIC140325Loc_DoubleSound,2,1632,24,Mixture,Divide,1,0.98,0.47,0.14,0.86,0.41,0.82,0.81,0.02,0.98,0,0,17,0.07,0.08,0.09,0.1,0.09,0.09,0.07,0.06,0.06,0.07,0.22,0,0,0,1,4,17,0.5,1,1,0.92,0.45,0.6,0.5,32.96,0.02,0,1,0,0,0,,VC
YKIC140220Loc_DoubleSound,2,1988,-6,Mixture,Divide,1,0.99,0.41,0.11,0.89,0.56,0.81,0.81,0.01,0.99,0.01,0,14,0.17,0.13,0.1,0.08,0.07,0.06,0.06,0.07,0.07,0.08,0.1,0,0,0,0,0,31,0.46,1,1,0.92,0.44,0.41,0.5,14.49,0.32,0.24,1,0,0,0,,VC
YKIC140220Loc_DoubleSound,2,500,6,Mixture,Divide,0.61,0.99,0.58,0.11,0.89,0.5,0.79,0.81,0.01,0.99,0,0,22,0.09,0.08,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.08,0.07,0,0,0,0,3,17,0.5,1,1,0.96,0.51,0.61,0.5,94.56,0,0.22,0.61,0.39,0,0,,VC
YKIC140217Loc_DoubleSound,1,500,24,Mixture,Divide,1,1,0.26,0.03,0.97,0.5,0.82,0.82,0,1,0.06,0,6,0.37,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.07,0.24,0,0,0,0,0,18,0.58,0.54,1,0.96,0.31,0.34,0.5,-17.15,0.03,0.05,1,0,0,0,,VC
YKIC140225Loc_DoubleSound,2,609,-6,Mixture,Divide,1,1,0.33,0.06,0.94,0.49,0.82,0.81,0,1,0.03,0.01,10,0.15,0.09,0.07,0.06,0.05,0.05,0.05,0.06,0.06,0.09,0.25,0,0,0,0,0,10,0.5,1,1,0.88,0.37,0.3,0.5,-10.24,0.04,0.01,1,0,0,0,,VC
YKIC140312Loc_DoubleSound,2,500,-6,Mixture,Divide,1,1,0.35,0.04,0.96,0.48,0.82,0.82,0,1,0.01,0,13,0.25,0.11,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.14,0,0,0,0,0,15,0.54,1,1,0.92,0.47,0.38,0.5,-2.72,0.18,0.04,1,0,0,0,,VC
YKIC140313Loc_DoubleSound,1,1340,-6,Mixture,Divide,1,1,0.5,0.07,0.93,0.5,0.82,0.81,0,1,0,0,6,0.16,0.12,0.1,0.08,0.07,0.08,0.09,0.09,0.09,0.07,0.05,0,0,0,0,0,11,0.54,1,1,1,0.4,0.46,0.5,48.32,0.06,0.23,1,0,0,0,,VC
YKIC140325Loc_DoubleSound,2,500,6,Mixture,Divide,1,1,0.3,0.04,0.96,0.5,0.82,0.8,0,1,0,0,17,0.41,0.11,0.07,0.07,0.05,0.05,0.05,0.04,0.04,0.04,0.07,0,0,0,0,0,15,0.5,1,1,1,0.41,0.58,0.5,144.68,0,0.03,1,0,0,0,,VC
YKIC140430Loc_DoubleSound,2,500,-6,Mixture,Divide,1,1,0.29,0.04,0.96,0.47,0.82,0.82,0,1,0.21,0,7,0.32,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.27,0,0,0,0,0,11,0.5,1,1,1,0.4,0.39,0.5,-41.38,0.01,0.02,1,0,0,0,,VC
YKIC140506Loc_DoubleSound,1,500,6,Mixture,Divide,1,1,0.33,0.07,0.93,0.51,0.82,0.82,0,1,0.01,0,10,0.14,0.11,0.09,0.07,0.05,0.05,0.05,0.05,0.06,0.07,0.25,0,0,0,0,0,14,0.46,1,1,1,0.43,0.41,0.5,13.75,0.04,0.44,1,0,0,0,,VC
YKIC140507Loc_DoubleSound,2,500,-6,Single,Divide,0.53,0.51,0.59,0.49,0.51,0.53,0.79,0.82,0.49,0.51,0.01,0,6,0.07,0.07,0.08,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.09,4,1,0,10,1,0,0.54,1,1,0.96,0.41,0.34,0.5,-1.2,0.87,0.73,0.33,0.14,0,0.53,,VC
YKIC140314Loc_DoubleSound,1,500,-6,Single,Divide,0.49,0.94,0.47,0.14,0.86,0.42,0.81,0.81,0.06,0.94,0,0,24,0.17,0.16,0.12,0.1,0.09,0.08,0.08,0.06,0.06,0.05,0.04,0,0,0,0,0,30,0.67,0.62,0.54,0.75,0.4,0.33,0.5,-4.04,0.02,0,0.33,0.18,0,0.49,,VC
YKIC140410Loc_DoubleSound,2,500,-6,Average,Switch,0.38,0.63,0.58,0.6,0.4,0.44,0.8,0.82,0.63,0.37,0.03,0.02,8,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.09,8,1,0,0,0,0,0.54,0.46,1,0.62,0.3,0.33,0.5,1.82,0.06,0.83,0.27,0.38,0.03,0.32,,VC
YKIC140220Loc_DoubleSound,1,500,-6,Mixture,Switch,1,0.85,0.55,0.75,0.25,0.45,0.77,0.75,0.85,0.15,0,0,15,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0,26,9,0,1,0,0.79,0.96,1,0.54,0.41,0.47,0.5,2.19,0.04,0.01,1,0,0,0,,VC
YKIC140221Loc_DoubleSound,1,500,-24,Mixture,Switch,0.42,0.77,0.54,0.71,0.29,0.41,0.77,0.76,0.77,0.23,0,0,35,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0,42,0,0,0,0,0.46,1,0.96,0.79,0.5,0.48,0.5,-2.31,0.9,0.33,0.42,0.3,0.03,0.25,,VC
YKIC140225Loc_DoubleSound,2,609,6,Mixture,Switch,0.49,0.56,0.54,0.56,0.44,0.53,0.82,0.81,0.56,0.44,0.01,0.02,6,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,1,1,0,0,0,0,0.62,0.54,0.92,0.75,0.29,0.29,0.5,-6.09,0.01,0.03,0.49,0.22,0,0.28,,VC
YKIC140226Loc_DoubleSound,2,1988,-6,Single,Switch,0.79,0.87,0.53,0.8,0.2,0.21,0.84,0.73,0.87,0.13,0.04,0,14,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0,10,16,0,0,0,0.54,1,0.71,0.79,0.44,0.38,0.5,10.84,0.2,0.18,0.09,0.12,0,0.79,,VC
YKIC140220Loc_DoubleSound,1,500,-24,Single,Switch,0.54,0.81,0.54,0.75,0.25,0.68,0.71,0.82,0.81,0.19,0,0,18,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.13,1,18,5,0,0,0,0.75,1,0.92,0.54,0.51,0.4,0.5,0.45,0.46,0.07,0.11,0.19,0.16,0.54,,VC
YKIC140130Loc_DoubleSound,1,500,-24,Single,Switch,0.39,0.56,0.55,0.54,0.46,0.55,0.82,0.82,0.56,0.44,0.02,0.12,23,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.1,0.09,0.09,21,0,0,0,0,0,0.58,0.67,0.46,0.54,0.28,0.31,0.5,-3.55,0,0.03,0.24,0.35,0.03,0.39,,VC
YKIC140425Loc_DoubleSound,1,500,24,Single,Switch,0.33,0.51,0.55,0.52,0.48,0.58,0.81,0.82,0.51,0.49,0.03,0.04,9,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,4,0,0,0,0,0,0.46,1,0.67,0.62,0.3,0.29,0.5,-0.8,0.34,0.34,0.29,0.3,0.08,0.33,,VC
YKIC140124Loc_DoubleSound,1,500,-24,Single,Switch,0.32,0.5,0.54,0.5,0.5,0.53,0.82,0.78,0.5,0.5,0.01,0.01,7,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.08,0.07,0.07,6,0,0,8,0,0,0.54,1,0.71,0.71,0.33,0.38,0.5,-2.62,0.06,0.03,0.32,0.28,0.08,0.32,,VC
YKIC140220Loc_DoubleSound,2,1988,-24,Average,Divide,0.82,0.62,0.53,0.4,0.6,0.57,0.83,0.8,0.38,0.62,0,0,18,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0,0,0,8,14,0,0.79,0.38,1,0.42,0.38,0.44,0.4,22.49,0.6,0.57,0.1,0.82,0,0.07,,VC
YKIC140319Loc_DoubleSound,2,500,-24,Average,Divide,0.38,0.75,0.54,0.3,0.7,0.45,0.81,0.81,0.25,0.75,0,0.02,8,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0,0,0,0,8,0,0.38,1,0.96,0.92,0.29,0.35,0.4,2.43,0.57,0.1,0.26,0.38,0.07,0.29,,VC
YKIC140128Loc_DoubleSound,1,1632,6,Mixture,Divide,0.36,0.6,0.55,0.4,0.6,0.42,0.82,0.81,0.4,0.6,0.01,0.08,18,0.08,0.09,0.1,0.1,0.09,0.1,0.09,0.08,0.09,0.09,0.09,0,0,0,4,10,0,0.38,0.83,0.5,0.62,0.27,0.28,0.4,-2.56,0.09,0.8,0.36,0.25,0.07,0.32,,VC
YKIC140314Loc_DoubleSound,1,1632,6,Mixture,Divide,0.99,0.6,0.51,0.42,0.58,0.38,0.79,0.82,0.4,0.6,0.02,0.06,12,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.1,0.12,0.13,0,0,0,16,2,0,0.67,0.42,0.79,0.71,0.29,0.27,0.4,-5.04,0.14,0,0.99,0,0,0,,VC
YKIC140326Loc_DoubleSound,2,500,-24,Mixture,Divide,0.99,0.73,0.51,0.34,0.66,0.49,0.82,0.81,0.27,0.73,0.01,0.02,13,0.13,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0,0,0,1,14,0,0.38,1,0.83,0.92,0.32,0.31,0.4,-3.66,0.51,0.05,0.99,0,0,0,,VC
YKIC140220Loc_DoubleSound,2,1988,6,Mixture,Divide,0.7,0.74,0.56,0.32,0.68,0.49,0.81,0.84,0.26,0.74,0,0,22,0.07,0.08,0.08,0.08,0.08,0.09,0.1,0.11,0.1,0.12,0.09,0,0,0,3,13,2,0.38,1,0.83,0.79,0.47,0.46,0.4,3.79,0.2,0.22,0.7,0.05,0,0.25,,VC
YKIC140221Loc_DoubleSound,2,1100,24,Mixture,Divide,0.88,0.79,0.53,0.26,0.74,0.59,0.78,0.8,0.21,0.79,0.02,0.09,32,0.06,0.07,0.07,0.07,0.07,0.09,0.08,0.1,0.12,0.13,0.14,0,0,0,0,53,1,0.5,0.71,0.67,0.42,0.35,0.37,0.4,-3.45,0.25,0,0.88,0,0.01,0.11,,VC
YKIC140528Loc_DoubleSound,2,500,-6,Mixture,Divide,0.86,0.8,0.5,0.28,0.72,0.49,0.81,0.8,0.2,0.8,0,0,14,0.11,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.1,0.12,0,0,0,1,10,4,0.38,1,1,1,0.52,0.41,0.4,21.81,0.28,0.01,0.86,0.12,0,0.02,,VC
YKIC140321Loc_DoubleSound,2,500,6,Mixture,Divide,0.89,0.89,0.61,0.18,0.82,0.51,0.8,0.81,0.11,0.89,0.01,0,9,0.06,0.07,0.08,0.09,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0,0,0,0,5,9,0.38,1,1,0.88,0.44,0.45,0.4,16.32,0.71,0.09,0.89,0.1,0,0,,VC
YKIC140130Loc_DoubleSound,2,1100,-6,Mixture,Divide,1,0.96,0.52,0.14,0.86,0.55,0.79,0.8,0.04,0.96,0,0,13,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.11,0.19,0,0,0,0,6,31,0.38,1,1,1,0.47,0.47,0.4,2.53,0.19,0,1,0,0,0,,VC
YKIC140130Loc_DoubleSound,2,500,6,Mixture,Divide,1,0.96,0.38,0.11,0.89,0.46,0.8,0.79,0.04,0.96,0,0,28,0.26,0.12,0.08,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0,0,0,0,1,27,0.42,0.96,1,0.75,0.51,0.51,0.4,7.49,0.01,0.02,1,0,0,0,,VC
YKIC140528Loc_DoubleSound,1,1632,-6,Mixture,Divide,0.73,0.96,0.52,0.12,0.88,0.46,0.82,0.81,0.04,0.96,0,0,13,0.14,0.11,0.11,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.06,0,0,0,0,0,12,0.38,1,1,0.75,0.44,0.46,0.4,30.23,0.29,0.53,0.73,0.19,0,0.09,,VC
YKIC140313Loc_DoubleSound,1,500,24,Mixture,Divide,1,0.97,0.45,0.11,0.89,0.47,0.82,0.8,0.03,0.97,0,0,7,0.08,0.09,0.09,0.08,0.07,0.07,0.07,0.08,0.08,0.1,0.21,0,0,0,0,1,7,0.38,1,1,0.96,0.36,0.4,0.4,10.54,0.04,0.07,1,0,0,0,,VC
