Cell,Site,AltFreq,AltPos,PoiWin,HmmWin,PoiWinPr,HmmWinPr,HmmMidAlph,SwiRate,DivRate,PrStartA,PrA2B,PrB2A,PrSwiMajor,PrDivMajor,PvalSepRank,PvalSepPoi,MinSampSing,PrAlpha0,PrAlpha10,PrAlpha20,PrAlpha30,PrAlpha40,PrAlpha50,PrAlpha60,PrAlpha70,PrAlpha80,PrAlpha90,PrAlpha100,Swi40.60,Swi60.80,Swi80.100,Div40.60,Div60.80,Div80.100,PowSwi,PowAllA,PowAllB,PowAve,ClarityA,ClarityB,MinPow,SepBF,Pval1,Pval2,PrMix,PrAve,PrOut,PrSing,Comments,set
YKIC140228Loc_DoubleSound,2,1100,6,Mixture,Divide,1,0.98,0.45,0.12,0.88,0.49,0.82,0.82,0.02,0.98,0.05,0.01,2,0.17,0.11,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.1,0.11,0,0,0,0,0,12,0.38,0.71,0.58,1,0.27,0.37,0.4,-5.56,0.43,0.19,1,0,0,0,,VC
YKIC140131Loc_DoubleSound,1,609,6,Mixture,Divide,1,0.99,0.27,0.07,0.93,0.43,0.82,0.79,0.01,0.99,0,0,22,0.36,0.09,0.07,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.15,0,0,0,0,1,13,0.42,0.92,1,0.92,0.32,0.48,0.4,13.01,0,0,1,0,0,0,,VC
YKIC140430Loc_DoubleSound,2,1632,6,Mixture,Divide,1,0.99,0.37,0.09,0.91,0.5,0.82,0.82,0.01,0.99,0.22,0.04,5,0.26,0.1,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.12,0,0,0,0,0,5,0.38,0.79,0.88,1,0.28,0.36,0.4,-40.04,0.03,0.06,1,0,0,0,,VC
YKIC140319Loc_DoubleSound,1,1632,-6,Single,Divide,0.63,0.54,0.55,0.47,0.53,0.54,0.82,0.82,0.46,0.54,0.06,0.03,7,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.08,3,0,0,12,0,0,0.38,0.71,0.58,0.83,0.29,0.29,0.4,0.71,0.52,0.59,0.16,0.21,0,0.63,,VC
YKIC140225Loc_DoubleSound,1,609,-6,Single,Divide,0.6,0.62,0.55,0.41,0.59,0.48,0.8,0.82,0.38,0.62,0.01,0.05,10,0.08,0.08,0.09,0.08,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0,0,0,3,7,0,0.38,0.92,0.58,0.83,0.28,0.29,0.4,-2.75,0.21,0.06,0.24,0.13,0.03,0.6,,VC
YKIC140219Loc_DoubleSound,2,609,-24,Single,Divide,0.59,0.98,0.44,0.1,0.9,0.49,0.82,0.81,0.02,0.98,0,0,23,0.21,0.14,0.1,0.09,0.07,0.08,0.07,0.07,0.06,0.06,0.05,0,0,0,0,0,11,0.42,1,1,0.67,0.49,0.47,0.4,37.6,0.18,0.37,0.3,0.1,0.01,0.59,,VC
YKIC140410Loc_DoubleSound,2,1632,-24,Average,Switch,0.51,0.64,0.56,0.61,0.39,0.63,0.83,0.83,0.64,0.36,0.02,0.02,9,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,2,11,0,0,0,0,0.42,0.79,0.92,0.79,0.32,0.3,0.4,2.9,0.54,0.83,0.22,0.51,0.04,0.24,,VC
YKIC140219Loc_DoubleSound,2,1100,6,Mixture,Switch,0.57,0.55,0.55,0.54,0.46,0.61,0.74,0.83,0.55,0.45,0,0,12,0.07,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.1,0.11,0.11,7,2,0,3,0,0,0.42,1,1,0.92,0.49,0.48,0.4,21.59,0.14,0.23,0.57,0.12,0,0.31,,VC
YKIC140225Loc_DoubleSound,2,500,24,Mixture,Switch,0.79,0.52,0.56,0.51,0.49,0.47,0.79,0.81,0.52,0.48,0.02,0.01,7,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.11,0.1,0.09,0.1,2,1,0,4,0,0,0.38,1,1,0.88,0.35,0.31,0.4,-7.36,0.01,0.32,0.79,0.1,0.01,0.11,,VC
YKIC140221Loc_DoubleSound,1,500,-6,Single,Switch,0.42,0.91,0.53,0.81,0.19,0.17,0.82,0.81,0.91,0.09,0,0,32,0.09,0.09,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0,21,29,0,0,0,0.71,0.5,0.79,0.38,0.39,0.43,0.4,-1.82,0.05,0.85,0.24,0.25,0.09,0.42,,VC
YKIC140321Loc_DoubleSound,2,1632,6,Single,Switch,0.47,0.66,0.56,0.63,0.37,0.64,0.77,0.83,0.66,0.34,0.01,0.02,9,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.11,0.1,0.11,2,7,0,0,0,0,0.38,0.83,1,0.67,0.36,0.33,0.4,-0.79,0.25,0.08,0.29,0.23,0.01,0.47,,VC
YKIC140226Loc_DoubleSound,2,500,-24,Single,Switch,0.46,0.58,0.55,0.57,0.43,0.58,0.81,0.82,0.58,0.42,0.01,0.02,18,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,9,2,0,0,0,0,0.38,0.92,0.92,0.54,0.32,0.33,0.4,-0.68,0.4,0.26,0.36,0.18,0,0.46,,VC
YKIC140319Loc_DoubleSound,1,500,-24,Average,Divide,0.32,0.52,0.55,0.49,0.51,0.44,0.8,0.81,0.48,0.52,0.11,0.08,8,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,2,0,0,6,0,0,0.29,0.67,0.92,0.67,0.26,0.29,0.3,-1.3,0.36,0.37,0.3,0.32,0.07,0.31,,VC
YKIC140226Loc_DoubleSound,2,500,24,Average,Divide,0.85,0.62,0.53,0.4,0.6,0.48,0.83,0.75,0.38,0.62,0,0,15,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.07,0.07,0.07,0.06,0,0,0,10,11,0,0.29,1,1,0.79,0.42,0.45,0.3,16.18,0.08,0.62,0.13,0.85,0,0.02,,VC
YKIC140319Loc_DoubleSound,2,1632,-24,Average,Divide,0.34,0.64,0.55,0.38,0.62,0.52,0.81,0.81,0.36,0.64,0.02,0.04,5,0.08,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,1,4,0,0.29,0.92,0.75,0.75,0.26,0.32,0.3,1.55,0.43,0.1,0.31,0.34,0.09,0.26,,VC
YKIC140128Loc_DoubleSound,2,1632,-6,Average,Divide,0.43,0.84,0.56,0.23,0.77,0.47,0.81,0.82,0.16,0.84,0.02,0.1,9,0.08,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0,0,0,0,18,1,0.25,0.83,1,0.96,0.29,0.29,0.3,0.73,0.1,0.83,0.29,0.43,0.04,0.24,,VC
YKIC131213Loc_DoubleSound,1,500,24,Average,Divide,0.93,0.86,0.65,0.22,0.78,0.55,0.77,0.82,0.14,0.86,0,0,7,0.06,0.06,0.07,0.08,0.1,0.12,0.13,0.12,0.1,0.09,0.08,0,0,0,0,5,5,0.25,1,1,1,0.43,0.49,0.3,36.32,0.34,0.54,0.02,0.93,0,0.05,,VC
YKIC140516Loc_DoubleSound,2,500,-6,Average,Divide,0.54,0.92,0.59,0.16,0.84,0.5,0.81,0.82,0.08,0.92,0,0,7,0.06,0.06,0.07,0.08,0.09,0.09,0.11,0.11,0.11,0.11,0.09,0,0,0,0,0,17,0.25,1,1,0.88,0.38,0.3,0.3,6.25,0.74,0.5,0.08,0.54,0.01,0.38,,VC
YKIC140228Loc_DoubleSound,1,903,-24,Average,Divide,0.63,0.93,0.6,0.17,0.83,0.53,0.8,0.82,0.07,0.93,0,0,13,0.1,0.09,0.09,0.08,0.1,0.11,0.11,0.11,0.09,0.07,0.06,0,0,0,0,3,12,0.29,1,1,1,0.53,0.39,0.3,39.66,0.34,0.03,0.37,0.63,0,0,,VC
YKIC140128Loc_DoubleSound,2,500,-24,Mixture,Divide,0.31,0.52,0.54,0.49,0.51,0.5,0.82,0.82,0.48,0.52,0.02,0.07,11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,1,0,0,14,0,0,0.75,0.25,0.62,0.5,0.29,0.28,0.3,-1.78,0.82,0.67,0.31,0.28,0.12,0.29,,VC
YKIC140128Loc_DoubleSound,2,1632,24,Mixture,Divide,0.49,0.58,0.55,0.44,0.56,0.52,0.81,0.79,0.42,0.58,0.03,0.16,18,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.08,0.08,0,0,0,20,0,0,0.25,0.62,0.92,0.62,0.32,0.27,0.3,-1.81,0.49,0.59,0.49,0.17,0.01,0.33,,VC
YKIC140121Loc_DoubleSound,1,500,-6,Mixture,Divide,0.53,0.64,0.51,0.38,0.62,0.31,0.84,0.79,0.36,0.64,0.01,0.05,10,0.13,0.11,0.11,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.07,1,0,0,4,8,0,0.29,1,1,0.96,0.34,0.36,0.3,-0.74,0.45,0.13,0.53,0.22,0.01,0.24,,VC
YKIC140226Loc_DoubleSound,1,500,-6,Mixture,Divide,0.54,0.68,0.53,0.36,0.64,0.43,0.82,0.78,0.32,0.68,0,0,19,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0,0,0,5,13,1,0.29,1,1,0.79,0.42,0.5,0.3,7.31,0.36,0.17,0.54,0.26,0,0.19,,VC
YKIC140516Loc_DoubleSound,1,500,6,Mixture,Divide,0.57,0.75,0.53,0.3,0.7,0.54,0.81,0.81,0.25,0.75,0.01,0.01,9,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0,0,0,0,8,1,0.33,1,1,0.71,0.31,0.32,0.3,4.52,0.82,0.44,0.57,0.24,0.01,0.18,,VC
YKIC140130Loc_DoubleSound,1,1100,6,Mixture,Divide,0.84,0.88,0.57,0.19,0.81,0.46,0.81,0.81,0.12,0.88,0.01,0.03,23,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0,0,0,0,1,18,0.29,1,0.75,0.71,0.37,0.33,0.3,0.84,0.02,0.01,0.84,0.1,0.01,0.06,,VC
YKIC140506Loc_DoubleSound,1,1632,24,Mixture,Divide,0.93,0.92,0.51,0.16,0.84,0.54,0.82,0.81,0.08,0.92,0.03,0,3,0.1,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0,0,0,0,0,4,0.46,0.33,0.96,0.83,0.31,0.34,0.3,4.25,0.47,0.05,0.93,0.04,0.01,0.02,,VC
YKIC140326Loc_DoubleSound,2,1632,-24,Mixture,Divide,0.99,0.94,0.41,0.13,0.87,0.51,0.82,0.8,0.06,0.94,0.02,0,9,0.2,0.14,0.11,0.09,0.07,0.07,0.06,0.06,0.06,0.07,0.08,0,0,0,0,0,14,0.29,1,1,1,0.34,0.36,0.3,0.62,0.01,0.05,0.99,0,0,0.01,,VC
YKIC140507Loc_DoubleSound,2,1632,-6,Mixture,Divide,1,0.96,0.51,0.14,0.86,0.48,0.81,0.82,0.04,0.96,0,0,6,0.11,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.1,0.09,0,0,0,0,1,12,0.29,1,1,0.96,0.41,0.34,0.3,6.44,0.13,0.74,1,0,0,0,,VC
YKIC140221Loc_DoubleSound,2,500,6,Mixture,Divide,1,0.97,0.51,0.12,0.88,0.49,0.78,0.81,0.03,0.97,0,0,34,0.06,0.09,0.1,0.11,0.09,0.08,0.07,0.07,0.09,0.1,0.13,0,0,0,0,5,35,0.33,1,1,1,0.61,0.64,0.3,148.74,0,0,1,0,0,0,,VC
YKIC140321Loc_DoubleSound,2,1632,-6,Mixture,Divide,1,0.97,0.46,0.12,0.88,0.54,0.82,0.82,0.03,0.97,0,0,13,0.13,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.1,0.13,0,0,0,0,1,18,0.25,1,1,0.92,0.39,0.4,0.3,10.58,0.01,0.16,1,0,0,0,,VC
YKIC140501Loc_DoubleSound,1,1632,-24,Mixture,Divide,1,0.98,0.53,0.11,0.89,0.53,0.81,0.81,0.02,0.98,0,0,10,0.12,0.09,0.08,0.08,0.07,0.08,0.09,0.1,0.11,0.11,0.09,0,0,0,0,0,8,0.25,1,1,0.83,0.42,0.35,0.3,19.52,0.3,0.03,1,0,0,0,,VC
YKIC140528Loc_DoubleSound,1,500,6,Mixture,Divide,0.97,0.98,0.49,0.09,0.91,0.48,0.82,0.8,0.02,0.98,0,0,8,0.1,0.12,0.15,0.12,0.09,0.08,0.07,0.07,0.06,0.06,0.07,0,0,0,0,0,14,0.33,1,1,0.96,0.42,0.58,0.3,49.96,0.56,0.58,0.97,0.03,0,0,,VC
YKIC140220Loc_DoubleSound,1,1988,6,Mixture,Divide,0.98,0.99,0.53,0.08,0.92,0.5,0.8,0.82,0.01,0.99,0,0,22,0.08,0.09,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.09,0.1,0,0,0,0,0,18,0.25,1,1,0.83,0.49,0.57,0.3,32.74,0.17,0.27,0.98,0.02,0,0,,VC
YKIC140130Loc_DoubleSound,1,500,-6,Mixture,Divide,1,1,0.34,0.05,0.95,0.47,0.83,0.81,0,1,0,0,19,0.33,0.14,0.1,0.08,0.07,0.06,0.05,0.04,0.04,0.04,0.05,0,0,0,0,0,49,0.29,1,1,1,0.44,0.56,0.3,24.51,0.04,0.04,1,0,0,0,,VC
YKIC140130Loc_DoubleSound,2,1100,24,Mixture,Divide,1,1,0.39,0.03,0.97,0.51,0.81,0.81,0,1,0,0,11,0.04,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.09,0.14,0.33,0,0,0,0,0,41,0.25,1,1,1,0.49,0.43,0.3,33.89,0.02,0.06,1,0,0,0,,VC
YKIC140220Loc_DoubleSound,2,500,24,Mixture,Divide,0.86,1,0.55,0.05,0.95,0.51,0.81,0.81,0,1,0,0,22,0.1,0.13,0.12,0.11,0.12,0.1,0.09,0.07,0.06,0.05,0.05,0,0,0,0,0,32,0.29,1,1,0.96,0.59,0.61,0.3,82.15,0.11,0.16,0.86,0.14,0,0,,VC
YKIC140228Loc_DoubleSound,2,903,-24,Mixture,Divide,1,1,0.29,0.03,0.97,0.49,0.82,0.81,0,1,0,0,13,0.26,0.06,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.08,0.26,0,0,0,0,0,15,0.29,1,1,0.83,0.4,0.37,0.3,-2.65,0.05,0,1,0,0,0,,VC
YKIC140314Loc_DoubleSound,1,500,-24,Mixture,Divide,1,1,0.45,0.07,0.93,0.51,0.81,0.82,0,1,0.01,0,12,0.2,0.08,0.06,0.05,0.06,0.07,0.08,0.09,0.1,0.1,0.11,0,0,0,0,0,15,0.25,0.83,1,0.88,0.37,0.3,0.3,3.62,0.19,0.04,1,0,0,0,,VC
YKIC140506Loc_DoubleSound,2,500,-6,Mixture,Divide,1,1,0.33,0.06,0.94,0.5,0.82,0.82,0,1,0.01,0,8,0.28,0.11,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.14,0,0,0,0,0,9,0.29,1,1,1,0.35,0.45,0.3,-1.34,0.16,0.05,1,0,0,0,,VC
YKIC140506Loc_DoubleSound,2,500,6,Mixture,Divide,1,1,0.4,0.06,0.94,0.47,0.81,0.82,0,1,0,0,10,0.15,0.06,0.06,0.05,0.06,0.07,0.07,0.07,0.08,0.12,0.21,0,0,0,0,0,14,0.25,1,1,1,0.47,0.36,0.3,0.31,0.42,0.04,1,0,0,0,,VC
YKIC140321Loc_DoubleSound,2,500,-6,Single,Divide,0.38,0.55,0.54,0.46,0.54,0.51,0.83,0.83,0.45,0.55,0.01,0.03,9,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,22,0,0,0.54,0.58,0.33,0.71,0.27,0.3,0.3,-2.39,0.32,0.16,0.24,0.3,0.09,0.38,,VC
YKIC140528Loc_DoubleSound,1,1632,6,Single,Divide,0.44,0.6,0.54,0.41,0.59,0.47,0.82,0.8,0.4,0.6,0.01,0,11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0,0,0,5,2,0,0.25,0.96,1,0.62,0.31,0.34,0.3,3.64,0.24,0.59,0.35,0.2,0,0.44,,VC
YKIC140221Loc_DoubleSound,1,1100,-24,Single,Divide,0.51,0.63,0.55,0.38,0.62,0.45,0.81,0.81,0.37,0.63,0,0.01,42,0.1,0.08,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,2,22,0,0.33,1,0.79,0.54,0.39,0.37,0.3,0.12,0.28,0.33,0.13,0.2,0.16,0.51,,VC
YKIC140130Loc_DoubleSound,1,1100,24,Single,Divide,0.66,0.71,0.49,0.34,0.66,0.62,0.77,0.84,0.29,0.71,0,0.01,11,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.09,0.1,0.14,0.18,0,0,0,2,39,0,0.75,0.5,0.29,0.58,0.35,0.3,0.3,3.28,0.26,0.25,0.27,0.07,0,0.66,,VC
YKIC140226Loc_DoubleSound,1,1988,-24,Single,Divide,0.7,0.99,0.43,0.07,0.93,0.53,0.81,0.79,0.01,0.99,0,0,17,0.29,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.05,0.04,0.04,0,0,0,0,0,15,0.29,1,1,1,0.56,0.54,0.3,67.47,0.07,0.65,0.2,0.09,0.02,0.7,,VC
YKIC140228Loc_DoubleSound,1,1100,-6,Mixture,Switch,0.45,0.64,0.55,0.61,0.39,0.53,0.81,0.82,0.64,0.36,0,0,11,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,4,11,0,0,0,0,0.29,1,1,0.71,0.39,0.37,0.3,-1.23,0.1,0.07,0.45,0.26,0.05,0.24,,VC
YKIC140506Loc_DoubleSound,2,500,-24,Mixture,Switch,1,0.63,0.48,0.6,0.4,0.38,0.89,0.88,0.63,0.37,0.02,0.03,4,0.14,0.1,0.09,0.08,0.09,0.09,0.08,0.07,0.07,0.08,0.1,3,7,0,0,0,0,0.29,1,1,0.88,0.28,0.45,0.3,-6.2,0.3,0,1,0,0,0,,VC
YKIC140124Loc_DoubleSound,2,500,-24,Mixture,Switch,0.62,0.52,0.47,0.52,0.48,0.58,0.74,0.86,0.52,0.48,0.01,0,7,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.11,0.2,5,3,1,2,3,0,0.96,0.79,0.33,0.42,0.36,0.37,0.3,3.87,0.01,0.24,0.62,0.07,0.07,0.24,,VC
YKIC140425Loc_DoubleSound,1,1632,24,Single,Switch,0.55,0.52,0.56,0.51,0.49,0.58,0.81,0.82,0.52,0.48,0.11,0.07,8,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,13,0,0,4,0,0,0.29,0.67,0.42,0.88,0.28,0.28,0.3,-2.32,0.57,0.33,0.34,0.09,0.03,0.55,,VC
YKIC140128Loc_DoubleSound,2,1632,6,Average,Divide,0.34,0.55,0.56,0.46,0.54,0.43,0.82,0.81,0.45,0.55,0.01,0.1,18,0.09,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0,0,0,14,0,0,0.21,0.96,0.79,0.54,0.32,0.32,0.2,-1.45,0.6,0.27,0.25,0.34,0.08,0.33,,VC
YKIC140128Loc_DoubleSound,2,500,6,Average,Divide,0.62,0.61,0.57,0.41,0.59,0.38,0.8,0.8,0.39,0.61,0,0.03,16,0.08,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0,0,0,12,8,0,0.17,1,0.96,0.88,0.34,0.41,0.2,9.65,0.37,0.27,0.23,0.62,0,0.15,,VC
YKIC140410Loc_DoubleSound,2,500,6,Average,Divide,0.48,0.9,0.58,0.19,0.81,0.45,0.8,0.81,0.1,0.9,0.01,0.01,7,0.07,0.08,0.08,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0,0,0,0,2,8,0.21,1,1,0.88,0.36,0.31,0.2,8.29,0.08,0.52,0.4,0.48,0.01,0.11,,VC
YKIC140410Loc_DoubleSound,2,500,24,Average,Divide,0.79,0.98,0.57,0.12,0.88,0.56,0.81,0.81,0.02,0.98,0,0,7,0.08,0.1,0.09,0.1,0.1,0.11,0.09,0.09,0.08,0.08,0.08,0,0,0,0,1,10,0.17,1,1,0.88,0.43,0.38,0.2,18.37,0.43,0.02,0.05,0.79,0.03,0.13,,VC
YKIC140121Loc_DoubleSound,1,500,6,Mixture,Divide,0.47,0.53,0.53,0.48,0.52,0.48,0.82,0.81,0.47,0.53,0,0,12,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.08,0.08,0.08,4,0,0,7,1,0,0.21,1,1,0.88,0.36,0.38,0.2,4.61,0.43,0.2,0.47,0.15,0.07,0.31,,VC
YKIC140410Loc_DoubleSound,2,1632,24,Mixture,Divide,0.35,0.54,0.54,0.47,0.53,0.46,0.81,0.83,0.46,0.54,0.04,0.03,7,0.08,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,2,0,0,7,0,0,0.21,0.58,1,0.88,0.3,0.28,0.2,-1.45,0.45,0.02,0.35,0.3,0.03,0.32,,VC
YKIC140506Loc_DoubleSound,1,500,-6,Mixture,Divide,0.87,0.55,0.54,0.46,0.54,0.56,0.82,0.82,0.45,0.55,0.05,0.03,8,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.1,0.1,0.11,1,0,0,7,1,0,0.88,0.42,0.17,0.38,0.28,0.32,0.2,-3.21,0.33,0.08,0.87,0.05,0,0.08,,VC
YKIC140226Loc_DoubleSound,2,1988,6,Mixture,Divide,0.61,0.6,0.48,0.42,0.58,0.39,0.82,0.76,0.4,0.6,0,0,17,0.15,0.12,0.1,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0.07,1,0,0,10,4,0,0.17,1,1,0.92,0.41,0.46,0.2,13.61,0.25,0.27,0.61,0.13,0.04,0.22,,VC
YKIC140128Loc_DoubleSound,1,1632,24,Mixture,Divide,0.38,0.64,0.53,0.39,0.61,0.48,0.81,0.8,0.36,0.64,0,0.09,18,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0,0,0,1,19,0,0.17,1,0.5,0.71,0.31,0.28,0.2,-2.31,0.34,0.03,0.38,0.21,0.07,0.34,,VC
YKIC131213Loc_DoubleSound,1,1100,-6,Mixture,Divide,0.53,0.69,0.56,0.36,0.64,0.44,0.81,0.81,0.31,0.69,0.02,0.23,10,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0,0,0,0,13,0,0.21,1,1,0.88,0.38,0.32,0.2,0.14,0.64,0.21,0.53,0.23,0.02,0.22,,VC
YKIC140121Loc_DoubleSound,1,1988,6,Mixture,Divide,0.35,0.8,0.54,0.25,0.75,0.5,0.82,0.81,0.2,0.8,0,0,9,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0,0,0,0,8,2,0.17,1,1,0.83,0.37,0.43,0.2,14.36,0.33,0.19,0.35,0.27,0.06,0.32,,VC
YKIC140226Loc_DoubleSound,2,500,-6,Mixture,Divide,1,0.81,0.54,0.25,0.75,0.51,0.81,0.8,0.19,0.81,0,0,19,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0,0,0,0,15,4,0.17,1,1,0.79,0.44,0.47,0.2,8.16,0.02,0.17,1,0,0,0,,VC
YKIC140507Loc_DoubleSound,2,1632,24,Mixture,Divide,0.53,0.84,0.55,0.24,0.76,0.5,0.81,0.83,0.16,0.84,0.01,0.01,8,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.11,0.13,0,0,0,0,1,4,0.21,0.96,1,0.83,0.33,0.32,0.2,0.42,0.05,0.62,0.53,0.11,0.09,0.27,,VC
YKIC140507Loc_DoubleSound,2,1632,6,Mixture,Divide,0.86,0.9,0.5,0.18,0.82,0.5,0.81,0.81,0.1,0.9,0.05,0.03,8,0.12,0.12,0.11,0.1,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0,0,0,0,2,9,0.17,0.96,1,0.96,0.3,0.35,0.2,2.25,0.16,0.67,0.86,0.03,0,0.11,,VC
YKIC140121Loc_DoubleSound,1,1988,24,Mixture,Divide,0.99,0.94,0.53,0.14,0.86,0.48,0.81,0.82,0.06,0.94,0,0,13,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.1,0.1,0.1,0.11,0,0,0,0,1,13,0.21,1,1,0.75,0.39,0.46,0.2,22.61,0.02,0.71,0.99,0.01,0,0,,VC
YKIC140312Loc_DoubleSound,2,1988,-24,Mixture,Divide,1,0.95,0.42,0.13,0.87,0.5,0.81,0.81,0.05,0.95,0.02,0.02,8,0.16,0.11,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.13,0,0,0,0,0,6,0.71,0.17,0.75,0.58,0.29,0.29,0.2,-4.45,0.33,0.16,1,0,0,0,,VC
YKIC140219Loc_DoubleSound,2,609,6,Mixture,Divide,0.58,0.97,0.56,0.11,0.89,0.51,0.8,0.81,0.03,0.97,0,0,12,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.1,0.11,0.11,0.12,0,0,0,0,0,13,0.21,1,1,0.83,0.42,0.45,0.2,16.74,0.74,0.23,0.58,0.23,0,0.19,,VC
YKIC140321Loc_DoubleSound,2,500,24,Mixture,Divide,1,0.97,0.42,0.12,0.88,0.44,0.82,0.81,0.03,0.97,0,0,10,0.2,0.15,0.11,0.09,0.08,0.07,0.07,0.06,0.05,0.06,0.07,0,0,0,0,1,14,0.21,1,1,0.83,0.38,0.38,0.2,15.65,0.1,0.2,1,0,0,0,,VC
YKIC140501Loc_DoubleSound,1,500,-6,Mixture,Divide,0.99,0.97,0.53,0.11,0.89,0.52,0.81,0.81,0.03,0.97,0.02,0.01,10,0.07,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.12,0.14,0,0,0,0,0,12,0.17,1,1,0.96,0.4,0.38,0.2,6.11,0.3,0.6,0.99,0,0,0.01,,VC
YKIC140506Loc_DoubleSound,1,500,24,Mixture,Divide,1,0.97,0.4,0.18,0.82,0.32,0.82,0.8,0.03,0.97,0,0,10,0.27,0.1,0.08,0.07,0.06,0.06,0.06,0.07,0.08,0.08,0.08,0,1,0,1,3,8,0.17,1,1,1,0.4,0.47,0.2,35.18,0.04,0.05,1,0,0,0,,VC
YKIC140312Loc_DoubleSound,2,1988,6,Mixture,Divide,1,0.98,0.42,0.1,0.9,0.49,0.81,0.81,0.02,0.98,0.01,0,10,0.21,0.1,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.1,0,0,0,0,0,9,0.17,1,1,1,0.44,0.41,0.2,10.08,0,0.04,1,0,0,0,,VC
YKIC140430Loc_DoubleSound,2,1632,-6,Mixture,Divide,1,0.98,0.42,0.1,0.9,0.5,0.82,0.82,0.02,0.98,0.43,0.01,6,0.26,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.13,0,0,0,0,0,4,0.17,1,1,1,0.37,0.32,0.2,-37.03,0.03,0.02,1,0,0,0,,VC
YKIC140226Loc_DoubleSound,1,500,6,Mixture,Divide,0.56,0.99,0.49,0.07,0.93,0.52,0.8,0.82,0.01,0.99,0,0,13,0.04,0.05,0.06,0.06,0.08,0.08,0.08,0.09,0.1,0.14,0.22,0,0,0,0,0,20,0.21,1,1,0.96,0.45,0.5,0.2,37.81,0.18,0.4,0.56,0.11,0,0.33,,VC
